codigo_producto,caja_grosor_mm,caja_exterior_largo,caja_exterior_ancho,caja_exterior_alto
BR0001,3.0,399.87944673658205,299.9135773725474,299.8994867430204
BR0002,3.0,398.9984769916616,298.5813627949955,270.3775836237519
BR0003,3.0,398.8845414703037,299.1335255726877,179.6788007569087
BR0004,3.0,399.70819378400495,299.77081312233565,238.89494672352689
BR0005,3.0,399.6989178206085,299.7635277090286,257.09606102431906
BR0006,3.0,398.90581029760335,299.2155938481774,290.1654827158047
BR0007,3.0,399.87944673658205,299.9135773725474,299.8994867430204
BR0008,3.0,399.4566533516339,299.5596775026307,199.72620969191308
BR0009,3.0,399.5556888228666,299.7087175790124,179.21740979018506
BR0010,3.0,398.7054133979895,298.98321959537503,163.35753751243013
BR0011,3.0,393.6650731178058,295.1026122252151,297.62439693058565
BR0012,3.0,399.1323632756415,299.3222181172732,212.1213021991297
BR0013,3.0,399.70819378400495,299.77081312233565,238.89494672352689
BR0014,3.0,399.2881390569096,299.4896788805418,249.10638553372127
BR0015,3.0,399.2881390569096,299.4896788805418,249.10638553372127
BR0016,3.0,399.2881390569096,299.4896788805418,249.10638553372127
BR0017,3.0,399.70819378400495,299.77081312233565,238.89494672352689
BR0018,3.0,399.87944673658205,299.9135773725474,299.8994867430204
BR0019,3.0,399.1813871680308,276.42798896404105,255.7664008327294
BR0020,3.0,398.1642482770366,275.37359180220136,199.52625053849133
BR0021,3.0,399.7941102208086,239.9509600145156,215.4838825883871
BR0022,3.0,399.48672387632246,273.59367189100425,224.904477067846
BR0023,3.0,399.2596709720018,239.83781831045505,196.0527315200292
BR0024,3.0,399.1813871680308,276.42798896404105,255.7664008327294
BR0025,3.0,399.5556888228666,299.7087175790124,179.21740979018506
BR0026,3.0,399.9202163872421,298.877506314088,222.8744007355222
BR0027,3.0,399.5556888228666,299.7087175790124,179.21740979018506
BR0028,3.0,399.987043531577,299.98993336892363,224.9957419419903
BR0029,3.0,399.5556888228666,299.7087175790124,179.21740979018506
BR0030,3.0,399.5556888228666,299.7087175790124,179.21740979018506
BR0031,3.0,399.5556888228666,299.7087175790124,179.21740979018506
BR0032,3.0,398.7054133979895,298.98321959537503,163.35753751243013
BR0033,3.0,399.4566533516339,299.5596775026307,199.72620969191308
BR0034,3.0,399.2596709720018,239.83781831045505,196.0527315200292
BR0035,3.0,399.987043531577,299.98993336892363,224.9957419419903
BR0036,3.0,398.7054133979895,298.98321959537503,163.35753751243013
BR0037,3.0,398.5954728136164,275.820616556795,256.70222430158685
BR0038,3.0,399.1813871680308,276.42798896404105,255.7664008327294
BR0039,3.0,398.5954728136164,275.820616556795,256.70222430158685
BR0040,3.0,399.1813871680308,276.42798896404105,255.7664008327294
BR0041,3.0,399.1813871680308,276.42798896404105,255.7664008327294
BR0042,3.0,398.1642482770366,275.37359180220136,199.52625053849133
BR0043,3.0,396.088343971927,239.45838600874765,157.41683956571677
BR0044,3.0,396.088343971927,239.45838600874765,157.41683956571677
BR0045,3.0,390.7944228820316,194.7589214677357,148.8268926031031
BR0046,3.0,396.088343971927,239.45838600874765,157.41683956571677
BR0047,3.0,396.088343971927,239.45838600874765,157.41683956571677
BR0048,3.0,399.48672387632246,273.59367189100425,224.904477067846
BR0049,3.0,399.6660272535138,238.24119719316985,263.6528415790036
BR0050,3.0,399.48672387632246,273.59367189100425,224.904477067846
BR0051,3.0,399.48672387632246,273.59367189100425,224.904477067846
BR0052,3.0,396.5623498432829,239.1373856065925,255.1848712797681
BR0053,3.0,399.0910636045863,239.8672546413923,233.07955927274404
BR0054,3.0,399.6660272535138,238.24119719316985,263.6528415790036
BR0055,3.0,399.48672387632246,273.59367189100425,224.904477067846
BR0056,3.0,396.5623498432829,239.1373856065925,255.1848712797681
BR0057,3.0,399.48672387632246,273.59367189100425,224.904477067846
BR0058,3.0,390.7944228820316,194.7589214677357,148.8268926031031
BR0059,3.0,399.6660272535138,238.24119719316985,263.6528415790036
BR0060,3.0,399.48672387632246,273.59367189100425,224.904477067846
BR0061,3.0,398.8182097959093,239.668484756126,248.4930307961189
BR0062,3.0,398.8182097959093,239.668484756126,248.4930307961189
BR0063,3.0,398.8182097959093,239.668484756126,248.4930307961189
BR0064,3.0,399.6660272535138,238.24119719316985,263.6528415790036
BR0065,3.0,398.8845414703037,299.1335255726877,179.6788007569087
BR0066,3.0,398.7054133979895,298.98321959537503,163.35753751243013
BR0067,3.0,398.5954728136164,275.820616556795,256.70222430158685
BR0068,3.0,399.987043531577,299.98993336892363,224.9957419419903
BR0069,3.0,399.48672387632246,273.59367189100425,224.904477067846
BR0070,3.0,398.1642482770366,275.37359180220136,199.52625053849133
BR0071,3.0,399.48672387632246,273.59367189100425,224.904477067846
BR0072,3.0,399.48672387632246,273.59367189100425,224.904477067846
BR0073,3.0,398.8845414703037,299.1335255726877,179.6788007569087
BR0074,3.0,399.6989178206085,299.7635277090286,257.09606102431906
BR0075,3.0,398.9984769916616,298.5813627949955,270.3775836237519
BR0076,3.0,398.7758758779989,268.820945476175,179.90316250500862
BR0077,3.0,399.6933311476535,299.7629213646659,257.1001424671451
BR0078,3.0,398.9984769916616,298.5813627949955,270.3775836237519
BR0079,3.0,398.5954728136164,275.820616556795,256.70222430158685
BR0080,3.0,396.0710332904915,275.9237252367458,292.2405943960971
BR0081,3.0,399.77131402006165,277.03953079226386,298.5171397476802
BR0082,3.0,398.90581029760335,299.2155938481774,290.1654827158047
BR0083,3.0,398.9984769916616,298.5813627949955,270.3775836237519
BR0084,3.0,398.5954728136164,275.820616556795,256.70222430158685
BR0085,3.0,396.0710332904915,275.9237252367458,292.2405943960971
BR0086,3.0,398.9565242107511,239.8476058863391,243.59732821825213
BR0087,3.0,399.0910636045863,239.8672546413923,233.07955927274404
BR0088,3.0,399.1813871680308,276.42798896404105,255.7664008327294
BR0089,3.0,395.1678408604193,238.94143362717824,256.4174950159345
BR0090,3.0,399.0910636045863,239.8672546413923,233.07955927274404
BR0091,3.0,399.6113029528054,238.23109277543955,223.17449183268656
BR0092,3.0,399.1813871680308,276.42798896404105,255.7664008327294
BR0092XL,3.0,399.70819378400495,299.77081312233565,238.89494672352689
BR0093,3.0,399.1813871680308,276.42798896404105,255.7664008327294
BR0094,3.0,399.48672387632246,273.59367189100425,224.904477067846
BR0095,3.0,398.8065354222373,272.9912832488181,224.65982000337712
BR0096,3.0,398.1642482770366,275.37359180220136,199.52625053849133
BR0097,3.0,399.7941102208086,239.9509600145156,215.4838825883871
BR0098,3.0,399.48672387632246,273.59367189100425,224.904477067846
BR0099,3.0,399.7941102208086,239.9509600145156,215.4838825883871
BR0100,3.0,399.5556888228666,299.7087175790124,179.21740979018506
BR0101,3.0,399.5556888228666,299.7087175790124,179.21740979018506
BR0102,3.0,396.1904041069792,295.4615773905373,193.66663093066367
BR0103,3.0,399.4566533516339,299.5596775026307,199.72620969191308
BR0104,3.0,399.4566533516339,299.5596775026307,199.72620969191308
BR0105,3.0,399.5556888228666,299.7087175790124,179.21740979018506
BR0106,3.0,399.48672387632246,273.59367189100425,224.904477067846
BR0107,3.0,398.5954728136164,275.820616556795,256.70222430158685
BR0108,3.0,399.8914445734889,299.9195503469279,317.6317288142165
BR0109,3.0,399.8914445734889,299.9195503469279,317.6317288142165
BR0110,3.0,399.157276011927,276.4029943728752,222.8117190474277
BR0111,3.0,398.1642482770366,275.37359180220136,199.52625053849133
BR0112,3.0,399.157276011927,276.4029943728752,222.8117190474277
BR0113,3.0,399.77131402006165,277.03953079226386,298.5171397476802
BR0114,3.0,398.9984769916616,298.5813627949955,270.3775836237519
BR0115,3.0,399.87944673658205,299.9135773725474,299.8994867430204
BR0116,3.0,398.7054133979895,298.98321959537503,163.35753751243013
BR0117,3.0,399.6989178206085,299.7635277090286,257.09606102431906
BR0118,3.0,399.70819378400495,299.77081312233565,238.89494672352689
BR0119,3.0,399.4566533516339,299.5596775026307,199.72620969191308
BR0120,3.0,398.3041591655105,298.7842776303708,223.83713470907097
BR0121,3.0,394.8396582396076,295.9915182646639,355.81873926090543
BR0122,3.0,397.1201797005956,289.70713571379235,376.8950072691483
BR0123,3.0,399.87944673658205,299.9135773725474,299.8994867430204
BR0124,3.0,397.1201797005956,289.70713571379235,376.8950072691483
BR0125,3.0,399.4566533516339,299.5596775026307,199.72620969191308
BR0126,3.0,399.6989178206085,299.7635277090286,257.09606102431906
BR0127,3.0,399.4566533516339,299.5596775026307,199.72620969191308
BR0128,3.0,399.157276011927,276.4029943728752,222.8117190474277
BR0129,3.0,399.157276011927,276.4029943728752,222.8117190474277
BR0130,3.0,398.9984769916616,298.5813627949955,270.3775836237519
BR0131,3.0,398.9984769916616,298.5813627949955,270.3775836237519
BR0132,3.0,398.8182097959093,239.668484756126,248.4930307961189
BR0133,3.0,398.8182097959093,239.668484756126,248.4930307961189
BR0134,3.0,398.90581029760335,299.2155938481774,290.1654827158047
BR0135,3.0,398.90581029760335,299.2155938481774,290.1654827158047
BR0136,3.0,398.90581029760335,299.2155938481774,290.1654827158047
BR0136XL,3.0,398.90581029760335,299.2155938481774,290.1654827158047
BR0137,3.0,399.77131402006165,277.03953079226386,298.5171397476802
BR0138,3.0,396.088343971927,239.45838600874765,157.41683956571677
BR0139,3.0,398.90581029760335,299.2155938481774,290.1654827158047
BR0140,3.0,399.6989178206085,299.7635277090286,257.09606102431906
BR0141,3.0,399.6989178206085,299.7635277090286,257.09606102431906
BR0142,3.0,399.7328442354517,269.79292555839663,343.9991976250494
BR0143,3.0,399.6989178206085,299.7635277090286,257.09606102431906
BR0144,3.0,399.157276011927,276.4029943728752,222.8117190474277
BR0145,3.0,399.5556888228666,299.7087175790124,179.21740979018506
BR0146,3.0,399.5556888228666,299.7087175790124,179.21740979018506
BR0147,3.0,399.9202163872421,298.877506314088,222.8744007355222
BR0148,3.0,399.4566533516339,299.5596775026307,199.72620969191308
BR0149,3.0,399.5556888228666,299.7087175790124,179.21740979018506
BR0150,3.0,399.4566533516339,299.5596775026307,199.72620969191308
BR0151,3.0,399.987117752971,299.9907649062952,224.99508126206416
BR0152,3.0,399.9202163872421,298.877506314088,222.8744007355222
BR0153,3.0,398.4498705515388,298.7958815675927,249.0662748061492
BR0154,3.0,399.987117752971,299.9907649062952,224.99508126206416
BR0155,3.0,399.9202163872421,298.877506314088,222.8744007355222
BR0156,3.0,398.8845414703037,299.1335255726877,179.6788007569087
BR0157,3.0,399.693338371577,299.7629247160242,257.10013500251296
BR0158,3.0,399.5556888228666,299.7087175790124,179.21740979018506
BR0159,3.0,398.7054133979895,298.98321959537503,163.35753751243013
BR0160,3.0,398.7054133979895,298.98321959537503,163.35753751243013
BR0161,3.0,399.4566533516339,299.5596775026307,199.72620969191308
BR0162,3.0,398.3041591655105,298.7842776303708,223.83713470907097
BR0163,3.0,399.987117752971,299.9907649062952,224.99508126206416
BR0164,3.0,398.7054133979895,298.98321959537503,163.35753751243013
BR0165,3.0,399.4566533516339,299.5596775026307,199.72620969191308
BR0166,3.0,399.7272885511704,299.78815942387143,149.9397278968969
BR0167,3.0,398.7054133979895,298.98321959537503,163.35753751243013
BR0168,3.0,399.4566533516339,299.5596775026307,199.72620969191308
BR0169,3.0,399.48672387632246,273.59367189100425,224.904477067846
BR0170,3.0,399.7272885511704,299.78815942387143,149.9397278968969
BR0171,3.0,398.7054133979895,298.98321959537503,163.35753751243013
BR0172,3.0,399.987043531577,299.98993336892363,224.9957419419903
BR0173,3.0,399.987117752971,299.9907649062952,224.99508126206416
BR0174,3.0,398.7054133979895,298.98321959537503,163.35753751243013
BR0175,3.0,399.87944673658205,299.9135773725474,299.8994867430204
BR0176,3.0,398.7758758779989,268.820945476175,179.90316250500862
BR0177,3.0,398.7758758779989,268.820945476175,179.90316250500862
BR0178,3.0,398.7758758779989,268.820945476175,179.90316250500862
BR0179,3.0,399.7272885511704,299.78815942387143,149.9397278968969
BR0180,3.0,398.7758758779989,268.820945476175,179.90316250500862
