codigo_producto,caja_grosor_mm,caja_exterior_largo,caja_exterior_ancho,caja_exterior_alto
BR0001,3.000000000000,399.879450675377,299.913580311683,299.899489682015
BR0002,3.000000000000,399.828921779431,299.877356999302,271.931420790883
BR0003,3.000000000000,399.789976507924,298.399264052730,178.172392210324
BR0004,3.000000000000,399.709108395608,299.774039414591,238.891854981838
BR0005,3.000000000000,399.693335084587,299.762924302295,257.100144978147
BR0006,3.000000000000,399.879450675377,299.913580311683,299.899489682015
BR0007,3.000000000000,399.879450675377,299.913580311683,299.899489682015
BR0008,3.000000000000,399.456657286200,299.559680438227,199.726211629175
BR0009,3.000000000000,399.555692758424,299.708720516100,179.217411522359
BR0010,3.000000000000,398.705408975371,298.983218032755,163.357544839731
BR0011,3.000000000000,399.403325358649,299.531366951489,290.889912118574
BR0012,3.000000000000,399.846318385460,299.882265270826,212.352365791362
BR0013,3.000000000000,399.709108395608,299.774039414591,238.891854981838
BR0014,3.000000000000,399.288142989791,299.489681815439,249.106387964785
BR0015,3.000000000000,399.288142989791,299.489681815439,249.106387964785
BR0016,3.000000000000,399.288142989791,299.489681815439,249.106387964785
BR0017,3.000000000000,399.709108395608,299.774039414591,238.891854981838
BR0018,3.000000000000,399.879450675377,299.913580311683,299.899489682015
BR0019,3.000000000000,399.926643810439,277.254614848935,255.936472350173
BR0020,3.000000000000,398.579922309114,276.660762454932,199.633529189483
BR0021,3.000000000000,399.794114158750,239.950962354025,215.483884683226
BR0022,3.000000000000,399.379355375369,273.942798014790,224.900112316767
BR0023,3.000000000000,398.816671857971,269.672587953179,179.323471288646
BR0024,3.000000000000,399.707692424025,269.789457249705,252.609612684429
BR0025,3.000000000000,399.555692758424,299.708720516100,179.217411522359
BR0026,3.000000000000,399.464172072871,299.587905218947,219.748735251768
BR0027,3.000000000000,399.555692758424,299.708720516100,179.217411522359
BR0028,3.000000000000,399.464172072871,299.587905218947,219.748735251768
BR0029,3.000000000000,399.555692758424,299.708720516100,179.217411522359
BR0030,3.000000000000,399.555692758424,299.708720516100,179.217411522359
BR0031,3.000000000000,399.555692758424,299.708720516100,179.217411522359
BR0032,3.000000000000,398.705408975371,298.983218032755,163.357544839731
BR0033,3.000000000000,399.456657286200,299.559680438227,199.726211629175
BR0034,3.000000000000,399.259674904599,239.837820648833,196.052733420557
BR0035,3.000000000000,399.987041795387,299.989934108923,224.995748919131
BR0036,3.000000000000,398.705408975371,298.983218032755,163.357544839731
BR0037,3.000000000000,399.926643810439,277.254614848935,255.936472350173
BR0038,3.000000000000,398.892297950046,276.870441579520,246.125229701704
BR0039,3.000000000000,399.926643810439,277.254614848935,255.936472350173
BR0040,3.000000000000,399.926643810439,277.254614848935,255.936472350173
BR0041,3.000000000000,398.892297950046,276.870441579520,246.125229701704
BR0042,3.000000000000,398.579922309114,276.660762454932,199.633529189483
BR0043,3.000000000000,396.088347872810,239.458388343332,157.416841079885
BR0044,3.000000000000,396.088347872810,239.458388343332,157.416841079885
BR0045,3.000000000000,393.138873425588,193.891399902552,148.617418992871
BR0046,3.000000000000,396.088347872810,239.458388343332,157.416841079885
BR0047,3.000000000000,396.088347872810,239.458388343332,157.416841079885
BR0048,3.000000000000,399.379355375369,273.942798014790,224.900112316767
BR0049,3.000000000000,396.736060465176,239.523320860284,264.159669960407
BR0050,3.000000000000,399.091067535497,239.867256980065,233.079561543540
BR0051,3.000000000000,399.379355375369,273.942798014790,224.900112316767
BR0052,3.000000000000,399.644347892194,239.933489959603,250.374334885580
BR0053,3.000000000000,399.091067535497,239.867256980065,233.079561543540
BR0054,3.000000000000,396.736060465176,239.523320860284,264.159669960407
BR0055,3.000000000000,399.644347892194,239.933489959603,250.374334885580
BR0056,3.000000000000,399.644347892194,239.933489959603,250.374334885580
BR0057,3.000000000000,399.555282378015,238.973500554299,244.125950324208
BR0058,3.000000000000,393.138873425588,193.891399902552,148.617418992871
BR0059,3.000000000000,396.736060465176,239.523320860284,264.159669960407
BR0060,3.000000000000,399.555282378015,238.973500554299,244.125950324208
BR0061,3.000000000000,399.555282378015,238.973500554299,244.125950324208
BR0062,3.000000000000,399.555282378015,238.973500554299,244.125950324208
BR0063,3.000000000000,399.555282378015,238.973500554299,244.125950324208
BR0064,3.000000000000,396.736060465176,239.523320860284,264.159669960407
BR0065,3.000000000000,399.789976507924,298.399264052730,178.172392210324
BR0066,3.000000000000,398.705408975371,298.983218032755,163.357544839731
BR0067,3.000000000000,399.926643810439,277.254614848935,255.936472350173
BR0068,3.000000000000,399.464172072871,299.587905218947,219.748735251768
BR0069,3.000000000000,399.379355375369,273.942798014790,224.900112316767
BR0070,3.000000000000,398.579922309114,276.660762454932,199.633529189483
BR0071,3.000000000000,399.379355375369,273.942798014790,224.900112316767
BR0072,3.000000000000,399.379355375369,273.942798014790,224.900112316767
BR0073,3.000000000000,399.789976507924,298.399264052730,178.172392210324
BR0074,3.000000000000,399.693335084587,299.762924302295,257.100144978147
BR0075,3.000000000000,399.828921779431,299.877356999302,271.931420790883
BR0076,3.000000000000,398.816671857971,269.672587953179,179.323471288646
BR0077,3.000000000000,399.397607007077,299.568154721256,255.904557806744
BR0078,3.000000000000,399.828921779431,299.877356999302,271.931420790883
BR0079,3.000000000000,399.926643810439,277.254614848935,255.936472350173
BR0080,3.000000000000,397.509154021161,276.418918157633,290.666922283448
BR0081,3.000000000000,399.877441753675,277.234396359934,298.438073667139
BR0082,3.000000000000,399.403325358649,299.531366951489,290.889912118574
BR0083,3.000000000000,399.828921779431,299.877356999302,271.931420790883
BR0084,3.000000000000,399.926643810439,277.254614848935,255.936472350173
BR0085,3.000000000000,397.509154021161,276.418918157633,290.666922283448
BR0086,3.000000000000,399.555282378015,238.973500554299,244.125950324208
BR0087,3.000000000000,399.091067535497,239.867256980065,233.079561543540
BR0088,3.000000000000,399.707692424025,269.789457249705,252.609612684429
BR0089,3.000000000000,397.471079795313,239.630666481262,254.209749977919
BR0090,3.000000000000,399.091067535497,239.867256980065,233.079561543540
BR0091,3.000000000000,398.728014516786,239.721351436929,222.275080893379
BR0092,3.000000000000,399.926643810439,277.254614848935,255.936472350173
BR0092XL,3.000000000000,399.709108395608,299.774039414591,238.891854981838
BR0093,3.000000000000,399.926643810439,277.254614848935,255.936472350173
BR0094,3.000000000000,399.379355375369,273.942798014790,224.900112316767
BR0095,3.000000000000,399.600991575886,273.593475697859,221.693409032635
BR0096,3.000000000000,398.579922309114,276.660762454932,199.633529189483
BR0097,3.000000000000,399.794114158750,239.950962354025,215.483884683226
BR0098,3.000000000000,399.379355375369,273.942798014790,224.900112316767
BR0099,3.000000000000,399.794114158750,239.950962354025,215.483884683226
BR0100,3.000000000000,399.555692758424,299.708720516100,179.217411522359
BR0101,3.000000000000,399.555692758424,299.708720516100,179.217411522359
BR0102,3.000000000000,399.817939885665,299.858578161277,191.063687650431
BR0103,3.000000000000,399.464172072871,299.587905218947,219.748735251768
BR0104,3.000000000000,399.456657286200,299.559680438227,199.726211629175
BR0105,3.000000000000,399.555692758424,299.708720516100,179.217411522359
BR0106,3.000000000000,399.379355375369,273.942798014790,224.900112316767
BR0107,3.000000000000,399.707692424025,269.789457249705,252.609612684429
BR0108,3.000000000000,399.891448512403,299.919553286123,317.631731930534
BR0109,3.000000000000,399.891448512403,299.919553286123,317.631731930534
BR0110,3.000000000000,399.600991575886,273.593475697859,221.693409032635
BR0111,3.000000000000,398.579922309114,276.660762454932,199.633529189483
BR0112,3.000000000000,399.600991575886,273.593475697859,221.693409032635
BR0113,3.000000000000,399.879450675377,299.913580311683,299.899489682015
BR0114,3.000000000000,399.828921779431,299.877356999302,271.931420790883
BR0115,3.000000000000,399.403325358649,299.531366951489,290.889912118574
BR0116,3.000000000000,398.705408975371,298.983218032755,163.357544839731
BR0117,3.000000000000,399.693335084587,299.762924302295,257.100144978147
BR0118,3.000000000000,399.709108395608,299.774039414591,238.891854981838
BR0119,3.000000000000,399.456657286200,299.559680438227,199.726211629175
BR0120,3.000000000000,399.464172072871,299.587905218947,219.748735251768
BR0121,3.000000000000,398.717315350380,290.364648791201,359.218365142756
BR0122,3.000000000000,397.120183611797,289.707138550864,376.895010978098
BR0123,3.000000000000,399.879450675377,299.913580311683,299.899489682015
BR0124,3.000000000000,397.120183611797,289.707138550864,376.895010978098
BR0125,3.000000000000,399.456657286200,299.559680438227,199.726211629175
BR0126,3.000000000000,399.693335084587,299.762924302295,257.100144978147
